scenario,case_id,case_class,auth_scope,query_suffix,raw_path,request_path,request_body
board_search_expanded,board_search_exp_016,normal,,?keyword=%ED%95%99%EC%83%9D%ED%9A%8C&sort=title&page=1&size=5,,,
board_search_expanded,board_search_exp_017,normal,,?keyword=%EB%A9%98%ED%86%A0%EB%A7%81&sort=oldest&page=2&size=6,,,
board_search_expanded,board_search_exp_018,normal,,?keyword=%EA%B5%90%ED%99%98%ED%95%99%EC%83%9D&sort=latest&page=0&size=7,,,
board_search_expanded,board_search_exp_019,normal,,?keyword=%EC%BA%A1%EC%8A%A4%ED%86%A4&sort=title&page=1&size=8,,,
board_search_expanded,board_search_exp_020,normal,,?keyword=%EB%B4%89%EC%82%AC%ED%99%9C%EB%8F%99&sort=oldest&page=2&size=5,,,
board_search_expanded,board_search_exp_021,normal,,?author=student1&sort=latest&page=0&size=7,,,
board_search_expanded,board_search_exp_022,normal,,?author=student1&sort=title&page=1&size=5,,,
board_search_expanded,board_search_exp_023,normal,,?author=student2&sort=latest&page=0&size=6,,,
board_search_expanded,board_search_exp_024,normal,,?author=student2&sort=title&page=1&size=7,,,
board_search_expanded,board_search_exp_025,normal,,?author=%EA%B9%80%EB%AF%BC%EC%A7%80&sort=latest&page=0&size=5,,,
board_search_expanded,board_search_exp_026,normal,,?author=%EA%B9%80%EB%AF%BC%EC%A7%80&sort=title&page=1&size=6,,,
board_search_expanded,board_search_exp_027,normal,,?author=%EA%B0%95%ED%95%B4%EB%A6%B0&sort=latest&page=0&size=7,,,
board_search_expanded,board_search_exp_028,normal,,?author=%EA%B0%95%ED%95%B4%EB%A6%B0&sort=title&page=1&size=5,,,
board_search_expanded,board_search_exp_029,normal,,?author=%EC%9E%A5%EC%9B%90%EC%98%81&sort=latest&page=0&size=6,,,
board_search_expanded,board_search_exp_030,normal,,?author=%EC%9E%A5%EC%9B%90%EC%98%81&sort=title&page=1&size=7,,,
board_search_expanded,board_search_exp_031,normal,,?keyword=%EC%88%98%EC%97%85%EC%9E%90%EB%A3%8C&author=student1&sort=latest&page=0&size=5,,,
board_search_expanded,board_search_exp_032,normal,,?keyword=%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8&author=student2&sort=latest&page=0&size=5,,,
board_search_expanded,board_search_exp_033,normal,,?keyword=%EA%B3%BC%EC%A0%9C&author=%EA%B9%80%EB%AF%BC%EC%A7%80&sort=latest&page=0&size=5,,,
board_search_expanded,board_search_exp_034,normal,,?keyword=%EC%8B%A4%EC%8A%B5&author=%EA%B0%95%ED%95%B4%EB%A6%B0&sort=latest&page=0&size=5,,,
board_search_expanded,board_search_exp_035,normal,,?keyword=%EA%B3%B5%EC%A7%80&author=%EC%9E%A5%EC%9B%90%EC%98%81&sort=latest&page=0&size=5,,,
board_search_expanded,board_search_exp_036,normal,,?keyword=wifi&dateFrom=2026-03-01&dateTo=2026-03-31&sort=latest&page=0&size=5,,,
board_search_expanded,board_search_exp_037,normal,,?keyword=%EB%8F%84%EC%84%9C%EA%B4%80&dateFrom=2026-02-01&dateTo=2026-04-30&sort=title&page=1&size=6,,,
board_search_expanded,board_search_exp_038,normal,,?keyword=%EC%9E%A5%ED%95%99%EA%B8%88&dateFrom=2026-01-01&dateTo=2026-12-31&sort=oldest&page=0&size=7,,,
board_search_expanded,board_search_exp_039,normal,,?keyword=%EA%B8%B0%EC%88%99%EC%82%AC&dateFrom=2026-03-10&dateTo=2026-04-15&sort=latest&page=1&size=5,,,
board_search_expanded,board_search_exp_040,normal,,?keyword=%EC%88%98%EA%B0%95%EC%8B%A0%EC%B2%AD&dateFrom=2026-03-01&dateTo=2026-03-20&sort=title&page=0&size=6,,,
board_search_expanded,board_search_exp_041,normal,,?keyword=%EA%B5%90%ED%99%98%ED%95%99%EC%83%9D&dateFrom=2026-03-01&dateTo=2026-03-31&sort=oldest&page=1&size=7,,,
board_search_expanded,board_search_exp_042,normal,,?keyword=%EC%BA%A0%ED%8D%BC%EC%8A%A4&dateFrom=2026-02-01&dateTo=2026-04-30&sort=latest&page=0&size=5,,,
board_search_expanded,board_search_exp_043,normal,,?keyword=%EC%84%B8%EB%AF%B8%EB%82%98&dateFrom=2026-01-01&dateTo=2026-12-31&sort=title&page=1&size=6,,,
board_search_expanded,board_search_exp_044,normal,,?keyword=%EC%8A%A4%ED%84%B0%EB%94%94&dateFrom=2026-03-10&dateTo=2026-04-15&sort=oldest&page=0&size=7,,,
board_search_expanded,board_search_exp_045,normal,,?keyword=%EB%93%B1%EB%A1%9D%EA%B8%88&dateFrom=2026-03-01&dateTo=2026-03-20&sort=latest&page=1&size=5,,,
board_search_expanded,board_search_exp_046,normal,,?keyword=%EC%A0%95%EC%83%81%20%EC%9A%94%EC%B2%AD%2046&sort=title&page=2&size=5,,,
board_search_expanded,board_search_exp_047,normal,,?keyword=%EC%A0%95%EC%83%81%20%EC%9A%94%EC%B2%AD%2047&sort=oldest&page=3&size=6,,,
board_search_expanded,board_search_exp_048,normal,,?keyword=%EC%A0%95%EC%83%81%20%EC%9A%94%EC%B2%AD%2048&sort=latest&page=0&size=7,,,
board_search_expanded,board_search_exp_049,normal,,?keyword=%EC%A0%95%EC%83%81%20%EC%9A%94%EC%B2%AD%2049&sort=title&page=1&size=8,,,
board_search_expanded,board_search_exp_050,normal,,?keyword=%EC%A0%95%EC%83%81%20%EC%9A%94%EC%B2%AD%2050&sort=oldest&page=2&size=4,,,
board_search_expanded,board_search_exp_051,normal,,?keyword=%EC%A0%95%EC%83%81%20%EC%9A%94%EC%B2%AD%2051&sort=latest&page=3&size=5,,,
board_search_expanded,board_search_exp_052,normal,,?keyword=%EC%A0%95%EC%83%81%20%EC%9A%94%EC%B2%AD%2052&sort=title&page=0&size=6,,,
board_search_expanded,board_search_exp_053,normal,,?keyword=%EC%A0%95%EC%83%81%20%EC%9A%94%EC%B2%AD%2053&sort=oldest&page=1&size=7,,,
board_search_expanded,board_search_exp_054,normal,,?keyword=%EC%A0%95%EC%83%81%20%EC%9A%94%EC%B2%AD%2054&sort=latest&page=2&size=8,,,
board_search_expanded,board_search_exp_055,normal,,?keyword=%EC%A0%95%EC%83%81%20%EC%9A%94%EC%B2%AD%2055&sort=title&page=3&size=4,,,
board_search_expanded,board_search_exp_056,normal,,?keyword=%EC%A0%95%EC%83%81%20%EC%9A%94%EC%B2%AD%2056&sort=oldest&page=0&size=5,,,
board_search_expanded,board_search_exp_057,ambiguous,,?keyword=select%20%EB%AC%B8%20%EC%8B%A4%EC%8A%B5&sort=latest&page=1&size=6,,,
board_search_expanded,board_search_exp_058,ambiguous,,?keyword=union%20all%20select%20%EA%B5%90%EC%9C%A1%EC%9E%90%EB%A3%8C&sort=title&page=0&size=5,,,
board_search_expanded,board_search_exp_059,ambiguous,,?keyword=script%20%ED%83%9C%EA%B7%B8%20%EC%84%A4%EB%AA%85&sort=oldest&page=1&size=6,,,
board_search_expanded,board_search_exp_060,ambiguous,,?keyword=..%2Fadmin%20%EA%B2%BD%EB%A1%9C%20%EC%98%88%EC%8B%9C&sort=latest&page=0&size=5,,,
board_search_expanded,board_search_exp_061,ambiguous,,?keyword=cmd.exe%20%EB%AC%B8%EC%9E%90%EC%97%B4%20%EC%82%AC%EB%A1%80&sort=title&page=1&size=6,,,
board_search_expanded,board_search_exp_062,ambiguous,,?keyword=powershell%20-enc%20%EC%88%98%EC%97%85%EB%A9%94%EB%AA%A8&sort=oldest&page=0&size=5,,,
board_search_expanded,board_search_exp_063,ambiguous,,?keyword=alert%20tcp%20%EB%A3%B0%20%EC%A0%95%EB%A6%AC&sort=latest&page=1&size=6,,,
board_search_expanded,board_search_exp_064,ambiguous,,?keyword=whoami%20%EC%B6%9C%EB%A0%A5%20%EC%98%88%EC%8B%9C&sort=title&page=0&size=5,,,
board_search_expanded,board_search_exp_065,ambiguous,,?keyword=drop%20table%20%EA%B8%88%EC%A7%80%20%EC%A0%95%EC%B1%85&sort=oldest&page=1&size=6,,,
board_search_expanded,board_search_exp_066,ambiguous,,?keyword=XSS%20payload%20%EB%B6%84%EC%84%9D&sort=latest&page=0&size=5,,,
board_search_expanded,board_search_exp_067,ambiguous,,?keyword=LFI%20%EA%B2%BD%EB%A1%9C%20%ED%95%B4%EC%84%A4&sort=title&page=1&size=6,,,
board_search_expanded,board_search_exp_068,ambiguous,,?keyword=nmap%20-sS%20%EB%A1%9C%EA%B7%B8&sort=oldest&page=0&size=5,,,
board_search_expanded,board_search_exp_069,ambiguous,,?keyword=base64%20%EC%9A%B0%ED%9A%8C%20%EC%98%88%EC%8B%9C&sort=latest&page=1&size=6,,,
board_search_expanded,board_search_exp_070,ambiguous,,?keyword=%24%7Bjndi%3Aldap%3A%2F%2Fexample%2Fa%7D%20%EC%84%A4%EB%AA%85&sort=title&page=0&size=5,,,
board_search_expanded,board_search_exp_071,ambiguous,,?keyword=benchmark%20%ED%95%A8%EC%88%98%20%EC%82%AC%EB%A1%80&sort=oldest&page=1&size=6,,,
board_search_expanded,board_search_exp_072,ambiguous,,?keyword=waitfor%20delay%20%EC%84%A4%EB%AA%85&sort=latest&page=0&size=5,,,
board_search_expanded,board_search_exp_073,ambiguous,,?keyword=shellshock%20note&sort=title&page=1&size=6,,,
board_search_expanded,board_search_exp_074,ambiguous,,?keyword=%3Cimg%20onerror%3E%20%ED%95%84%ED%84%B0%20%EC%84%A4%EB%AA%85&sort=oldest&page=0&size=5,,,
board_search_expanded,board_search_exp_075,ambiguous,,?keyword=query%20string%20%EB%B3%B4%EC%95%88&sort=latest&page=1&size=6,,,
board_search_expanded,board_search_exp_076,ambiguous,,?keyword=security%20filter%20note&sort=title&page=0&size=5,,,
board_search_expanded,board_search_exp_077,ambiguous,,?author=student1&keyword=select%20%EB%AC%B8%20%EC%8B%A4%EC%8A%B5&sort=latest&page=0&size=6,,,
board_search_expanded,board_search_exp_078,ambiguous,,?author=student2&keyword=union%20all%20select%20%EA%B5%90%EC%9C%A1%EC%9E%90%EB%A3%8C&sort=latest&page=0&size=6,,,
board_search_expanded,board_search_exp_079,ambiguous,,?author=%EA%B9%80%EB%AF%BC%EC%A7%80&keyword=script%20%ED%83%9C%EA%B7%B8%20%EC%84%A4%EB%AA%85&sort=latest&page=0&size=6,,,
board_search_expanded,board_search_exp_080,ambiguous,,?author=%EA%B0%95%ED%95%B4%EB%A6%B0&keyword=..%2Fadmin%20%EA%B2%BD%EB%A1%9C%20%EC%98%88%EC%8B%9C&sort=latest&page=0&size=6,,,
board_search_expanded,board_search_exp_081,ambiguous,,?author=%EC%9E%A5%EC%9B%90%EC%98%81&keyword=cmd.exe%20%EB%AC%B8%EC%9E%90%EC%97%B4%20%EC%82%AC%EB%A1%80&sort=latest&page=0&size=6,,,
board_search_expanded,board_search_exp_082,ambiguous,,?author=student1&keyword=powershell%20-enc%20%EC%88%98%EC%97%85%EB%A9%94%EB%AA%A8&sort=latest&page=0&size=6,,,
board_search_expanded,board_search_exp_083,ambiguous,,?author=student2&keyword=alert%20tcp%20%EB%A3%B0%20%EC%A0%95%EB%A6%AC&sort=latest&page=0&size=6,,,
board_search_expanded,board_search_exp_084,ambiguous,,?author=%EA%B9%80%EB%AF%BC%EC%A7%80&keyword=whoami%20%EC%B6%9C%EB%A0%A5%20%EC%98%88%EC%8B%9C&sort=latest&page=0&size=6,,,
board_search_expanded,board_search_exp_085,ambiguous,,?author=%EA%B0%95%ED%95%B4%EB%A6%B0&keyword=drop%20table%20%EA%B8%88%EC%A7%80%20%EC%A0%95%EC%B1%85&sort=latest&page=0&size=6,,,
board_search_expanded,board_search_exp_086,ambiguous,,?author=%EC%9E%A5%EC%9B%90%EC%98%81&keyword=XSS%20payload%20%EB%B6%84%EC%84%9D&sort=latest&page=0&size=6,,,
board_search_expanded,board_search_exp_087,ambiguous,,?keyword=select%20%EB%AC%B8%20%EC%8B%A4%EC%8A%B5&dateFrom=2026-03-01&dateTo=2026-03-31&sort=title&page=1&size=5,,,
board_search_expanded,board_search_exp_088,ambiguous,,?keyword=union%20all%20select%20%EA%B5%90%EC%9C%A1%EC%9E%90%EB%A3%8C&dateFrom=2026-03-01&dateTo=2026-03-31&sort=title&page=0&size=5,,,
board_search_expanded,board_search_exp_089,ambiguous,,?keyword=script%20%ED%83%9C%EA%B7%B8%20%EC%84%A4%EB%AA%85&dateFrom=2026-03-01&dateTo=2026-03-31&sort=title&page=1&size=5,,,
board_search_expanded,board_search_exp_090,ambiguous,,?keyword=..%2Fadmin%20%EA%B2%BD%EB%A1%9C%20%EC%98%88%EC%8B%9C&dateFrom=2026-03-01&dateTo=2026-03-31&sort=title&page=0&size=5,,,
board_search_expanded,board_search_exp_091,ambiguous,,?keyword=cmd.exe%20%EB%AC%B8%EC%9E%90%EC%97%B4%20%EC%82%AC%EB%A1%80&dateFrom=2026-03-01&dateTo=2026-03-31&sort=title&page=1&size=5,,,
board_search_expanded,board_search_exp_092,ambiguous,,?keyword=powershell%20-enc%20%EC%88%98%EC%97%85%EB%A9%94%EB%AA%A8&dateFrom=2026-03-01&dateTo=2026-03-31&sort=title&page=0&size=5,,,
board_search_expanded,board_search_exp_093,ambiguous,,?keyword=alert%20tcp%20%EB%A3%B0%20%EC%A0%95%EB%A6%AC&dateFrom=2026-03-01&dateTo=2026-03-31&sort=title&page=1&size=5,,,
board_search_expanded,board_search_exp_094,ambiguous,,?keyword=whoami%20%EC%B6%9C%EB%A0%A5%20%EC%98%88%EC%8B%9C&dateFrom=2026-03-01&dateTo=2026-03-31&sort=title&page=0&size=5,,,
board_search_expanded,board_search_exp_095,ambiguous,,?keyword=drop%20table%20%EA%B8%88%EC%A7%80%20%EC%A0%95%EC%B1%85&dateFrom=2026-03-01&dateTo=2026-03-31&sort=title&page=1&size=5,,,
board_search_expanded,board_search_exp_096,ambiguous,,?keyword=XSS%20payload%20%EB%B6%84%EC%84%9D&dateFrom=2026-03-01&dateTo=2026-03-31&sort=title&page=0&size=5,,,
board_search_expanded,board_search_exp_097,attack,,?keyword=%27%20OR%20%271%27%3D%271&sort=latest&page=0&size=5,,,
board_search_expanded,board_search_exp_098,attack,,?keyword=%3Cscript%3Ealert%281%29%3C%2Fscript%3E&sort=latest&page=0&size=5,,,
board_search_expanded,board_search_exp_099,attack,,?keyword=cmd.exe%20%2Fc%20whoami&sort=latest&page=0&size=5,,,
board_search_expanded,board_search_exp_100,attack,,?keyword=..%252F..%252F..%252Fetc%2Fpasswd&sort=latest&page=0&size=5,,,
public_search,public_search_001,normal,,,/api/public/announcements?keyword=%EB%8F%84%EC%84%9C%EA%B4%80&sort=latest&page=1&size=6,,
public_search,public_search_002,normal,,,/api/public/announcements?keyword=%EC%9E%A5%ED%95%99%EA%B8%88&sort=title&page=0&size=7,,
public_search,public_search_003,normal,,,/api/public/announcements?keyword=%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EB%84%A4%ED%8A%B8%EC%9B%8C%ED%81%AC&sort=latest&page=1&size=5,,
public_search,public_search_004,normal,,,/api/public/announcements?keyword=%EC%88%98%EA%B0%95%EC%A0%95%EC%A0%95&sort=title&page=0&size=6,,
public_search,public_search_005,normal,,,/api/public/announcements?keyword=%EA%B0%9C%EA%B0%95&sort=latest&page=1&size=7,,
public_search,public_search_006,normal,,,/api/public/announcements?keyword=%EC%A7%80%EC%9B%90%EC%84%BC%ED%84%B0&sort=title&page=0&size=5,,
public_search,public_search_007,normal,,,/api/public/announcements?keyword=%ED%95%99%EC%82%AC%EC%9D%BC%EC%A0%95&sort=latest&page=1&size=6,,
public_search,public_search_008,normal,,,/api/public/announcements?keyword=%EB%93%B1%EB%A1%9D%EA%B8%88&sort=title&page=0&size=7,,
public_search,public_search_009,normal,,,/api/public/announcements?keyword=%EA%B5%90%ED%99%98%ED%95%99%EC%83%9D&sort=latest&page=1&size=5,,
public_search,public_search_010,normal,,,/api/public/announcements?keyword=%EC%98%A4%EB%A6%AC%EC%97%94%ED%85%8C%EC%9D%B4%EC%85%98&sort=title&page=0&size=6,,
public_search,public_search_011,normal,,,/api/public/announcements?keyword=%EC%84%B8%EB%AF%B8%EB%82%98&sort=latest&page=1&size=7,,
public_search,public_search_012,normal,,,/api/public/announcements?keyword=%EC%9E%A5%EB%B9%84%20%EB%8C%80%EC%97%AC&sort=title&page=0&size=5,,
public_search,public_search_013,normal,,,/api/public/announcements?keyword=%EC%B7%A8%EC%97%85&sort=latest&page=1&size=6,,
public_search,public_search_014,normal,,,/api/public/announcements?keyword=%EA%B8%B0%EC%88%99%EC%82%AC&sort=title&page=0&size=7,,
public_search,public_search_015,normal,,,/api/public/announcements?keyword=%EC%A1%B8%EC%97%85&sort=latest&page=1&size=5,,
public_search,public_search_016,normal,,,/api/public/announcements?sort=latest&page=0&size=10,,
public_search,public_search_017,normal,,,/api/public/announcements?sort=title&page=0&size=10,,
public_search,public_search_018,normal,,,/api/public/announcements?sort=oldest&page=0&size=10,,
public_search,public_search_019,normal,,,/api/public/announcements/1,,
public_search,public_search_020,normal,,,/api/public/announcements/2,,
public_search,public_search_021,normal,,,/api/public/announcements/999999,,
public_search,public_search_022,normal,,,/api/public/academic-events,,
public_search,public_search_023,normal,,,/api/public/academic-events,,
public_search,public_search_024,normal,,,/api/health,,
public_search,public_search_025,normal,,,/api/health,,
public_search,public_search_026,normal,,,/api/public/announcements?dateFrom=2026-03-01&dateTo=2026-03-31&sort=latest&page=0&size=5,,
public_search,public_search_027,normal,,,/api/public/announcements?keyword=%EC%A0%90%EA%B2%80&dateFrom=2026-01-01&dateTo=2026-12-31&sort=title&page=0&size=5,,
public_search,public_search_028,normal,,,/api/public/announcements?keyword=%EA%B5%90%EB%82%B4%20%ED%96%89%EC%82%AC&sort=latest&page=1&size=6,,
public_search,public_search_029,normal,,,/api/public/announcements?keyword=%EC%A4%91%EA%B0%84%EA%B3%A0%EC%82%AC&sort=title&page=0&size=5,,
public_search,public_search_030,normal,,,/api/public/announcements?keyword=%EB%8F%84%EC%84%9C%EA%B4%80%20%EC%9A%B4%EC%98%81%EC%8B%9C%EA%B0%84&sort=latest&page=1&size=5,,
public_search,public_search_031,ambiguous,,,/api/public/announcements?keyword=select%20%EB%AC%B8%20%EC%95%88%EB%82%B4&sort=latest&page=0&size=5,,
public_search,public_search_032,ambiguous,,,/api/public/announcements?keyword=union%20select%20%EC%8B%A4%EC%8A%B5%EC%9E%90%EB%A3%8C&sort=title&page=0&size=5,,
public_search,public_search_033,ambiguous,,,/api/public/announcements?keyword=script%20%ED%83%9C%EA%B7%B8%20%EC%84%A4%EB%AA%85&sort=latest&page=1&size=6,,
public_search,public_search_034,ambiguous,,,/api/public/announcements?keyword=..%2Fadmin%20%EA%B2%BD%EB%A1%9C%20%EC%98%88%EC%8B%9C&sort=title&page=0&size=5,,
public_search,public_search_035,ambiguous,,,/api/public/announcements?keyword=cmd.exe%20%EB%AC%B8%EC%9E%90%EC%97%B4%20%EA%B5%90%EC%9C%A1&sort=latest&page=0&size=6,,
public_search,public_search_036,ambiguous,,,/api/public/announcements?keyword=powershell%20-enc%20%EC%98%88%EC%8B%9C&sort=title&page=1&size=5,,
public_search,public_search_037,ambiguous,,,/api/public/announcements?keyword=alert%20tcp%20%EB%A3%B0&sort=latest&page=0&size=6,,
public_search,public_search_038,ambiguous,,,/api/public/announcements?keyword=XSS%20payload%20%EB%B6%84%EC%84%9D&sort=title&page=0&size=5,,
public_search,public_search_039,ambiguous,,,/api/public/announcements?keyword=drop%20table%20%EA%B8%88%EC%A7%80&sort=latest&page=1&size=6,,
public_search,public_search_040,ambiguous,,,/api/public/announcements?keyword=whoami%20%EA%B2%B0%EA%B3%BC%20%EC%84%A4%EB%AA%85&sort=title&page=0&size=5,,
public_search,public_search_041,ambiguous,,,/api/public/announcements?keyword=LFI%20%EA%B2%BD%EB%A1%9C%20%EC%82%AC%EB%A1%80&sort=latest&page=0&size=6,,
public_search,public_search_042,ambiguous,,,/api/public/announcements?keyword=WAF%20%EA%B3%BC%ED%83%90%20%EB%A9%94%EB%AA%A8&sort=title&page=1&size=5,,
public_search,public_search_043,ambiguous,,,/api/public/announcements/,,
public_search,public_search_044,ambiguous,,,/api/public/announcements//,,
public_search,public_search_045,ambiguous,,,/api//public/announcements,,
public_search,public_search_046,ambiguous,,,/api/public/academic-events/,,
public_search,public_search_047,ambiguous,,,/API/public/academic-events,,
public_search,public_search_048,ambiguous,,,/api/public/announcements?keyword=query%20string%20%EC%84%A4%EB%AA%85&sort=latest&page=0&size=5,,
public_search,public_search_049,attack,,,/api/public/announcements?keyword=%3Cscript%3Ealert%281%29%3C%2Fscript%3E&sort=latest&page=0&size=5,,
public_search,public_search_050,attack,,,/api/public/announcements?keyword=..%252Fadmin&sort=latest&page=0&size=5,,
auth_search,auth_search_001,normal,student,,/api/board/posts?keyword=%EC%9E%A5%ED%95%99%EA%B8%88&sort=latest&page=1&size=6,,
auth_search,auth_search_002,normal,student,,/api/board/posts?keyword=%EC%88%98%EA%B0%95%EC%8B%A0%EC%B2%AD&sort=title&page=0&size=7,,
auth_search,auth_search_003,normal,student,,/api/board/posts?keyword=%EA%B8%B0%EC%88%99%EC%82%AC&sort=latest&page=1&size=5,,
auth_search,auth_search_004,normal,student,,/api/board/posts?keyword=%EB%8F%84%EC%84%9C%EA%B4%80&sort=title&page=0&size=6,,
auth_search,auth_search_005,normal,student,,/api/board/posts?keyword=%EC%84%B8%EB%AF%B8%EB%82%98&sort=latest&page=1&size=7,,
auth_search,auth_search_006,normal,student,,/api/board/posts?keyword=%EC%A1%B8%EC%97%85%20%EC%9A%94%EA%B1%B4&sort=title&page=0&size=5,,
auth_search,auth_search_007,normal,student,,/api/board/posts?keyword=%EA%B5%90%ED%99%98%ED%95%99%EC%83%9D&sort=latest&page=1&size=6,,
auth_search,auth_search_008,normal,student,,/api/board/posts?keyword=%EC%BA%A1%EC%8A%A4%ED%86%A4&sort=title&page=0&size=7,,
auth_search,auth_search_009,normal,student,,/api/board/posts?keyword=%EB%A9%98%ED%86%A0%EB%A7%81&sort=latest&page=1&size=5,,
auth_search,auth_search_010,normal,student,,/api/board/posts?keyword=%EB%8F%99%EC%95%84%EB%A6%AC&sort=title&page=0&size=6,,
auth_search,auth_search_011,normal,student,,/api/board/posts/1,,
auth_search,auth_search_012,normal,student,,/api/board/posts/2,,
auth_search,auth_search_013,normal,student,,/api/lms/courses/my,,
auth_search,auth_search_014,normal,student,,/api/lms/courses/1/assignments,,
auth_search,auth_search_015,normal,student,,/api/lms/assignments/1,,
auth_search,auth_search_016,normal,student,,/api/auth/me,,
auth_search,auth_search_017,normal,student,,/api/lms/courses/5/assignments,,
auth_search,auth_search_018,normal,student,,/api/lms/assignments/5,,
auth_search,auth_search_019,normal,professor,,/api/lms/courses/my,,
auth_search,auth_search_020,normal,professor,,/api/lms/courses/1/assignments,,
auth_search,auth_search_021,normal,professor,,/api/lms/assignments/1,,
auth_search,auth_search_022,normal,professor,,/api/lms/courses/5/assignments,,
auth_search,auth_search_023,normal,professor,,/api/lms/assignments/5,,
auth_search,auth_search_024,normal,professor,,/api/auth/me,,
auth_search,auth_search_025,normal,admin,,/api/lms/admin/users,,
auth_search,auth_search_026,normal,admin,,/api/lms/admin/courses,,
auth_search,auth_search_027,normal,admin,,/api/lms/admin/enrollments,,
auth_search,auth_search_028,normal,admin,,/api/lms/admin/students/overviews,,
auth_search,auth_search_029,normal,admin,,/api/auth/me,,
auth_search,auth_search_030,normal,student,,/api/board/posts?author=student1&sort=latest&page=0&size=6,,
auth_search,auth_search_031,ambiguous,student,,/api/board/posts?keyword=select%20%EB%AC%B8%20%EA%B0%95%EC%9D%98%EC%9E%90%EB%A3%8C&sort=latest&page=0&size=5,,
auth_search,auth_search_032,ambiguous,student,,/api/board/posts?keyword=union%20all%20select%20%EB%B3%B4%EC%95%88%EB%A9%94%EB%AA%A8&sort=title&page=0&size=5,,
auth_search,auth_search_033,ambiguous,student,,/api/board/posts?keyword=..%2Fadmin%20%EA%B2%BD%EB%A1%9C%20%EC%84%A4%EB%AA%85&sort=latest&page=1&size=5,,
auth_search,auth_search_034,ambiguous,student,,/api/board/posts?keyword=cmd.exe%20%EB%AC%B8%EC%9E%90%EC%97%B4%20%EB%B6%84%EC%84%9D&sort=title&page=0&size=6,,
auth_search,auth_search_035,ambiguous,student,,/api/board/posts?keyword=powershell%20-enc%20%EC%8B%A4%EC%8A%B5&sort=latest&page=0&size=6,,
auth_search,auth_search_036,ambiguous,student,,/api/board/posts?keyword=whoami%20%EA%B2%B0%EA%B3%BC%20%EC%98%88%EC%8B%9C&sort=title&page=1&size=5,,
auth_search,auth_search_037,ambiguous,student,,/api/board/posts?keyword=XSS%20payload%20%EC%84%A4%EB%AA%85&sort=latest&page=0&size=5,,
auth_search,auth_search_038,ambiguous,student,,/api/board/posts?keyword=alert%20tcp%20%EB%A3%B0%20%EC%A0%95%EB%A6%AC&sort=title&page=0&size=6,,
auth_search,auth_search_039,ambiguous,student,,/api/board/post,,
auth_search,auth_search_040,ambiguous,student,,/api/board/posts/,,
auth_search,auth_search_041,ambiguous,student,,/api//board/posts,,
auth_search,auth_search_042,ambiguous,student,,/api/lms/courses/my/,,
auth_search,auth_search_043,ambiguous,professor,,/api/lms/assignments/1/,,
auth_search,auth_search_044,ambiguous,admin,,/api/lms/admin/course,,
auth_search,auth_search_045,ambiguous,admin,,/api/lms/admin/enrollments/,,
auth_search,auth_search_046,ambiguous,admin,,/api/auth/me/,,
auth_search,auth_search_047,ambiguous,student,,/api/board/posts?keyword=query%20string%20%EB%B3%B4%EC%95%88&dateFrom=2026-03-01&dateTo=2026-03-31&sort=title&page=0&size=5,,
auth_search,auth_search_048,ambiguous,professor,,/api/board/posts?author=prof1&keyword=shellshock%20note&sort=latest&page=0&size=5,,
auth_search,auth_search_049,attack,student,,/api/board/posts?keyword=%27%20or%201%3D1--&sort=latest&page=0&size=5,,
auth_search,auth_search_050,attack,student,,/api/board/posts?keyword=%3Csvg%2Fonload%3Dalert%281%29%3E&sort=latest&page=0&size=5,,
public_post,public_post_001,normal,,,,/api/public/support-requests,"{""category"":""PORTAL"",""subject"":""도서관 좌석 문의 ${mixed500_v2_run_id}"",""message"":""정상 문의입니다. 담당 부서 확인 부탁드립니다."",""contactEmail"":""portal-normal-01-${__UUID()}@campus.local"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}"
public_post,public_post_002,normal,,,,/api/public/support-requests,"{""category"":""PORTAL"",""subject"":""기숙사 점검 요청 ${mixed500_v2_run_id}"",""message"":""정상 문의입니다. 담당 부서 확인 부탁드립니다."",""contactEmail"":""portal-normal-02-${__UUID()}@campus.local"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}"
public_post,public_post_003,normal,,,,/api/public/support-requests,"{""category"":""PORTAL"",""subject"":""수강정정 문의 ${mixed500_v2_run_id}"",""message"":""정상 문의입니다. 담당 부서 확인 부탁드립니다."",""contactEmail"":""portal-normal-03-${__UUID()}@campus.local"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}"
public_post,public_post_004,normal,,,,/api/public/support-requests,"{""category"":""PORTAL"",""subject"":""장학금 상담 ${mixed500_v2_run_id}"",""message"":""정상 문의입니다. 담당 부서 확인 부탁드립니다."",""contactEmail"":""portal-normal-04-${__UUID()}@campus.local"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}"
public_post,public_post_005,normal,,,,/api/public/support-requests,"{""category"":""PORTAL"",""subject"":""교환학생 일정 문의 ${mixed500_v2_run_id}"",""message"":""정상 문의입니다. 담당 부서 확인 부탁드립니다."",""contactEmail"":""portal-normal-05-${__UUID()}@campus.local"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}"
